1984/1/20,154.9 
1984/1/25,175.8 
1984/1/26,181.4 
1984/1/30,188.6 
1984/1/31,179.6 
1984/2/1,174.0 
1984/2/2,174.0 
1984/2/3,174.0 
1984/2/6,174.0 
1984/2/7,174.0 
1984/2/8,174.0 
1984/2/9,174.0 
1984/2/10,174.0 
1984/2/13,174.0 
1984/2/14,174.0 
1984/2/15,174.0 
1984/2/16,174.0 
1984/2/17,174.0 
1984/2/20,174.0 
1984/2/21,174.0 
1984/2/22,155.6 
1984/2/23,155.6 
1984/2/24,155.6 
1984/2/27,155.6 
1984/2/28,155.6 
1984/2/29,155.6 
1984/3/1,162.7 
1984/3/2,162.7 
1984/3/5,162.7 
1984/3/6,162.7 
1984/3/7,162.7 
1984/3/8,162.7 
1984/3/9,162.7 
1984/3/12,162.7 
1984/3/13,175.1 
1984/3/14,175.1 
1984/3/15,175.1 
1984/3/16,175.1 
1984/3/19,175.1 
1984/3/21,175.1 
1984/3/22,175.1 
1984/3/23,175.1 
1984/3/26,175.1 
1984/3/27,175.1 
1984/3/28,184.4 
1984/3/29,187.1 
1984/3/30,198.3 
1984/4/2,207.6 
1984/4/3,207.6 
1984/4/4,207.6 
1984/4/5,211.0 
1984/4/6,211.0 
1984/4/9,207.3 
1984/4/10,223.3 
1984/4/11,222.6 
1984/4/12,222.6 
1984/4/13,222.6 
1984/4/16,222.6 
1984/4/17,222.6 
1984/4/18,222.6 
1984/4/19,211.4 
1984/4/20,211.4 
1984/4/23,211.4 
1984/4/24,211.4 
1984/4/25,211.4 
1984/4/26,211.4 
1984/4/27,211.4 
1984/5/1,212.9 
1984/5/2,212.9 
1984/5/4,212.9 
1984/5/7,212.9 
1984/5/8,212.9 
1984/5/9,212.9 
1984/5/10,212.9 
1984/5/11,212.9 
1984/5/14,212.9 
1984/5/15,212.9 
1984/5/16,212.9 
1984/5/17,211.4 
1984/5/18,211.4 
1984/5/21,211.4 
1984/5/22,211.4 
1984/5/23,211.4 
1984/5/24,206.5 
1984/5/25,206.5 
1984/5/28,206.5 
1984/5/29,207.6 
1984/5/30,207.6 
1984/5/31,207.6 
1984/6/1,207.6 
1984/6/4,207.6 
1984/6/5,207.6 
1984/6/6,207.6 
1984/6/7,207.6 
1984/6/8,207.6 
