"日付","終値","始値","高値","安値","出来高","変化率 %"
"2022-04-16","5,111,569","5,133,258","5,148,170","5,063,596","0.39K","-0.42%"
"2022-04-17","5,027,866","5,111,569","5,135,000","5,008,292","0.65K","-1.64%"
"2022-04-18","5,185,662","5,027,866","5,209,580","4,884,505","2.10K","3.14%"
"2022-04-19","5,365,371","5,185,662","5,371,000","5,183,000","1.61K","3.47%"
"2022-04-20","5,297,305","5,365,371","5,405,000","5,225,490","1.93K","-1.27%"
"2022-04-21","5,203,080","5,297,305","5,507,615","5,116,000","2.66K","-1.78%"
"2022-04-22","5,110,008","5,203,080","5,225,038","5,044,804","1.74K","-1.79%"
"2022-04-23","5,072,742","5,110,008","5,137,934","5,057,098","0.57K","-0.73%"
"2022-04-24","5,075,600","5,072,742","5,130,891","5,012,007","0.83K","0.06%"
"2022-04-25","5,166,670","5,075,600","5,193,113","4,900,000","2.79K","1.79%"
"2022-04-26","4,856,122","5,166,670","5,219,999","4,805,645","3.13K","-6.01%"
"2022-04-27","5,041,282","4,856,122","5,058,195","4,832,203","2.14K","3.81%"
"2022-04-28","5,196,977","5,041,282","5,289,944","5,029,351","2.93K","3.09%"
"2022-04-29","5,013,086","5,196,977","5,207,996","4,961,389","1.80K","-3.54%"
"2022-04-30","4,889,956","5,013,086","5,036,410","4,885,071","0.92K","-2.46%"
"2022-05-01","5,000,401","4,889,956","5,020,000","4,860,022","1.56K","2.26%"
"2022-05-02","5,013,597","5,000,401","5,103,333","4,953,035","2.25K","0.26%"
"2022-05-03","4,912,827","5,013,597","5,030,000","4,886,981","1.16K","-2.01%"
"2022-05-04","5,126,510","4,912,827","5,156,501","4,903,793","1.98K","4.35%"
"2022-05-05","4,774,492","5,126,510","5,148,000","4,713,339","2.30K","-6.87%"
"2022-05-06","4,707,124","4,774,492","4,785,758","4,610,000","1.46K","-1.41%"
"2022-05-07","4,633,426","4,707,124","4,717,935","4,550,784","0.92K","-1.57%"
"2022-05-08","4,452,629","4,633,426","4,637,656","4,405,555","2.52K","-3.90%"
"2022-05-09","3,930,157","4,456,250","4,478,180","3,924,401","6.03K","-11.73%"
"2022-05-10","4,050,648","3,930,392","4,263,744","3,877,000","6.88K","3.07%"
"2022-05-11","3,767,372","4,048,227","4,180,034","3,640,647","9.41K","-6.99%"
"2022-05-12","3,730,335","3,767,556","3,900,000","3,300,000","8.26K","-0.98%"
"2022-05-13","3,780,782","3,730,335","4,008,509","3,696,354","5.19K","1.35%"
"2022-05-14","3,884,639","3,783,275","3,915,000","3,700,652","2.35K","2.75%"
"2022-05-15","4,051,702","3,884,639","4,058,888","3,809,640","2.76K","4.30%"
"2022-05-16","3,846,621","4,051,702","4,051,702","3,754,000","3.49K","-5.06%"
"2022-05-17","3,939,033","3,846,621","3,982,746","3,808,591","2.56K","2.40%"
"2022-05-18","3,666,628","3,939,033","3,968,564","3,660,015","2.87K","-6.92%"
"2022-05-19","3,874,998","3,666,835","3,898,174","3,666,628","2.92K","5.68%"
"2022-05-20","3,732,754","3,874,998","3,939,508","3,666,666","2.95K","-3.67%"
"2022-05-21","3,762,852","3,732,754","3,788,051","3,701,678","1.02K","0.81%"
"2022-05-22","3,871,138","3,762,852","3,895,542","3,739,004","1.55K","2.88%"
"2022-05-23","3,723,114","3,871,138","3,911,153","3,690,000","2.71K","-3.82%"
"2022-05-24","3,757,205","3,723,114","3,783,813","3,625,564","2.43K","0.92%"
"2022-05-25","3,751,496","3,757,205","3,835,680","3,721,217","2.29K","-0.15%"
"2022-05-26","3,709,973","3,751,496","3,802,599","3,570,435","3.23K","-1.11%"
"2022-05-27","3,636,753","3,709,973","3,730,805","3,594,707","3.05K","-1.97%"
"2022-05-28","3,688,235","3,636,753","3,716,433","3,625,963","0.93K","1.42%"
"2022-05-29","3,747,454","3,688,235","3,758,111","3,664,854","0.92K","1.61%"
"2022-05-30","4,051,397","3,747,454","4,107,000","3,721,211","3.16K","8.11%"
"2022-05-31","4,090,869","4,051,397","4,159,554","4,014,309","2.30K","0.97%"
"2022-06-01","3,875,105","4,092,000","4,126,980","3,813,974","2.87K","-5.27%"
"2022-06-02","3,955,681","3,877,553","3,986,279","3,838,000","1.95K","2.08%"
"2022-06-03","3,885,999","3,955,681","3,980,299","3,821,229","1.68K","-1.76%"
"2022-06-04","3,904,501","3,885,999","3,922,464","3,856,190","0.62K","0.48%"
"2022-06-05","3,908,524","3,904,501","3,944,077","3,863,520","0.93K","0.10%"
"2022-06-06","4,143,000","3,908,524","4,164,231","3,904,704","2.83K","6.00%"
"2022-06-07","4,128,468","4,143,000","4,183,225","3,873,002","3.78K","-0.35%"
"2022-06-08","4,057,150","4,128,468","4,151,625","3,969,849","2.79K","-1.73%"
"2022-06-09","4,044,534","4,057,150","4,099,500","4,001,000","1.64K","-0.31%"
"2022-06-10","3,909,892","4,044,534","4,063,109","3,876,068","2.44K","-3.33%"
"2022-06-11","3,816,527","3,909,892","3,955,555","3,779,000","1.94K","-2.39%"
"2022-06-12","3,582,369","3,817,126","3,834,158","3,580,000","3.16K","-6.14%"
"2022-06-13","3,022,450","3,581,890","3,622,740","2,947,756","9.44K","-15.63%"
"2022-06-14","2,993,222","3,022,450","3,132,929","2,800,000","8.63K","-0.97%"
"2022-06-15","3,028,131","2,993,222","3,052,999","2,704,367","6.96K","1.17%"
"2022-06-16","2,699,210","3,025,282","3,087,654","2,680,517","5.09K","-10.86%"
"2022-06-17","2,760,047","2,699,210","2,867,592","2,681,305","3.80K","2.25%"
"2022-06-18","2,557,404","2,760,047","2,800,719","2,376,000","4.12K","-7.34%"
"2022-06-19","2,781,391","2,557,404","2,830,754","2,420,058","4.09K","8.76%"
"2022-06-20","2,776,542","2,781,391","2,839,419","2,646,367","3.57K","-0.17%"
"2022-06-21","2,825,420","2,776,542","2,955,632","2,749,162","4.04K","1.76%"
"2022-06-22","2,717,974","2,825,420","2,839,500","2,692,640","3.88K","-3.80%"
"2022-06-23","2,841,759","2,717,427","2,856,904","2,705,189","3.30K","4.55%"
"2022-06-24","2,869,229","2,841,759","2,913,630","2,786,000","2.77K","0.97%"
"2022-06-25","2,905,004","2,869,229","2,919,000","2,828,347","2.06K","1.25%"
"2022-06-26","2,842,692","2,905,004","2,954,300","2,831,648","1.91K","-2.14%"
"2022-06-27","2,807,387","2,842,692","2,903,226","2,780,000","2.31K","-1.24%"
"2022-06-28","2,756,864","2,807,387","2,877,326","2,749,208","2.37K","-1.80%"
"2022-06-29","2,745,502","2,756,864","2,788,888","2,706,987","2.49K","-0.41%"
"2022-06-30","2,707,746","2,745,502","2,753,391","2,526,217","3.25K","-1.38%"
"2022-07-01","2,606,426","2,708,458","2,836,769","2,566,017","4.29K","-3.74%"
"2022-07-02","2,600,900","2,605,734","2,630,000","2,566,067","1.25K","-0.21%"
"2022-07-03","2,606,656","2,600,900","2,655,504","2,540,000","1.49K","0.22%"
"2022-07-04","2,744,174","2,606,656","2,760,999","2,572,062","2.66K","5.28%"
"2022-07-05","2,731,520","2,744,310","2,816,000","2,621,990","3.44K","-0.46%"
"2022-07-06","2,792,717","2,731,520","2,807,639","2,670,543","3.21K","2.24%"
"2022-07-07","2,935,584","2,792,717","2,967,615","2,744,565","3.12K","5.12%"
"2022-07-08","2,939,209","2,935,584","3,050,518","2,887,000","4.32K","0.12%"
"2022-07-09","2,936,574","2,938,000","2,988,247","2,902,200","1.68K","-0.09%"
"2022-07-10","2,841,968","2,936,574","2,937,870","2,811,613","1.95K","-3.22%"
"2022-07-11","2,741,180","2,841,968","2,853,954","2,728,577","2.50K","-3.55%"
"2022-07-12","2,642,522","2,741,740","2,756,851","2,632,500","2.81K","-3.60%"
"2022-07-13","2,785,035","2,642,522","2,794,317","2,603,001","3.81K","5.39%"
"2022-07-14","2,859,721","2,784,441","2,897,173","2,727,131","2.86K","2.68%"
"2022-07-15","2,886,497","2,859,445","2,936,117","2,827,510","2.71K","0.94%"
"2022-07-16","2,935,070","2,886,497","2,987,610","2,836,665","1.82K","1.68%"
"2022-07-17","2,875,300","2,935,070","2,997,141","2,870,910","2.09K","-2.04%"
"2022-07-18","3,102,938","2,875,300","3,146,070","2,871,337","4.46K","7.92%"
"2022-07-19","3,232,731","3,102,162","3,286,887","2,975,179","6.25K","4.18%"
"2022-07-20","3,215,121","3,232,731","3,354,929","3,166,449","4.88K","-0.54%"
"2022-07-21","3,173,551","3,215,121","3,243,373","3,088,888","3.44K","-1.29%"
"2022-07-22","3,089,790","3,173,551","3,244,172","3,063,673","2.85K","-2.64%"
"2022-07-23","3,056,032","3,089,790","3,132,729","2,990,843","2.03K","-1.09%"
"2022-07-24","3,079,947","3,056,032","3,134,700","3,032,187","1.90K","0.78%"
"2022-07-25","2,908,522","3,079,947","3,093,848","2,902,166","2.88K","-5.57%"
"2022-07-26","2,912,351","2,909,321","2,917,788","2,833,000","2.63K","0.13%"
"2022-07-27","3,124,543","2,912,351","3,156,000","2,881,858","3.07K","7.29%"
"2022-07-28","3,206,956","3,124,543","3,249,999","3,058,271","3.84K","2.64%"
"2022-07-29","3,168,503","3,205,470","3,249,811","3,140,500","3.45K","-1.20%"
"2022-07-30","3,152,799","3,168,503","3,284,145","3,132,322","2.19K","-0.50%"
"2022-07-31","3,113,082","3,152,799","3,224,381","3,101,400","1.85K","-1.26%"
"2022-08-01","3,062,150","3,113,082","3,113,200","3,016,016","2.34K","-1.64%"
"2022-08-02","3,066,846","3,062,150","3,104,575","2,964,599","3.06K","0.15%"
"2022-08-03","3,056,663","3,066,671","3,161,184","3,026,219","2.49K","-0.33%"
"2022-08-04","3,002,820","3,056,663","3,108,654","2,982,411","2.28K","-1.76%"
"2022-08-05","3,146,349","3,002,820","3,155,035","2,999,410","2.60K","4.78%"
"2022-08-06","3,099,964","3,146,467","3,151,411","3,096,111","0.84K","-1.47%"
"2022-08-07","3,131,328","3,099,964","3,159,500","3,087,645","0.96K","1.01%"
"2022-08-08","3,211,079","3,131,328","3,267,997","3,130,000","2.48K","2.55%"
"2022-08-09","3,130,000","3,211,079","3,227,617","3,091,692","1.61K","-2.52%"
"2022-08-10","3,183,701","3,130,000","3,220,464","3,068,612","2.80K","1.72%"
"2022-08-11","3,187,322","3,183,701","3,288,888","3,174,899","3.72K","0.11%"
"2022-08-12","3,255,377","3,187,039","3,260,432","3,160,000","1.52K","2.14%"
"2022-08-13","3,262,927","3,255,377","3,319,864","3,243,230","2.20K","0.23%"
"2022-08-14","3,243,334","3,262,927","3,338,989","3,226,087","1.65K","-0.60%"
"2022-08-15","3,212,126","3,243,334","3,359,900","3,167,250","3.22K","-0.96%"
"2022-08-16","3,206,856","3,212,126","3,245,001","3,180,000","1.57K","-0.16%"
"2022-08-17","3,151,340","3,206,856","3,285,000","3,132,969","2.11K","-1.73%"
"2022-08-18","3,152,377","3,151,340","3,188,307","3,143,003","1.15K","0.03%"
"2022-08-19","2,854,385","3,152,377","3,154,919","2,848,000","3.52K","-9.45%"
"2022-08-20","2,897,228","2,854,385","2,930,000","2,843,467","1.72K","1.50%"
"2022-08-21","2,947,952","2,897,228","2,981,841","2,885,011","1.42K","1.75%"
"2022-08-22","2,945,000","2,947,952","2,962,100","2,859,350","1.90K","-0.10%"
"2022-08-23","2,943,127","2,945,000","2,966,168","2,870,201","2.15K","-0.06%"
"2022-08-24","2,931,406","2,943,127","2,998,000","2,896,440","1.69K","-0.40%"
"2022-08-25","2,947,465","2,931,406","2,978,566","2,921,451","1.36K","0.55%"
"2022-08-26","2,787,390","2,947,464","2,990,000","2,770,000","3.16K","-5.43%"
"2022-08-27","2,757,153","2,787,000","2,806,065","2,728,594","1.90K","-1.08%"
"2022-08-28","2,701,936","2,755,948","2,779,681","2,697,516","1.41K","-2.00%"
"2022-08-29","2,814,876","2,702,206","2,835,000","2,701,960","2.18K","4.18%"
"2022-08-30","2,749,512","2,814,876","2,851,640","2,712,500","2.16K","-2.32%"
"2022-08-31","2,793,446","2,749,512","2,835,000","2,748,408","2.46K","1.60%"
"2022-09-01","2,820,499","2,793,446","2,830,000","2,742,231","1.58K","0.97%"
"2022-09-02","2,799,562","2,820,500","2,863,792","2,768,305","1.61K","-0.74%"
"2022-09-03","2,781,451","2,799,562","2,813,000","2,760,499","0.49K","-0.65%"
"2022-09-04","2,811,351","2,781,451","2,814,768","2,750,000","0.71K","1.07%"
"2022-09-05","2,780,498","2,811,351","2,819,999","2,762,275","0.71K","-1.10%"
"2022-09-06","2,692,083","2,780,498","2,839,000","2,668,770","2.29K","-3.18%"
"2022-09-07","2,778,171","2,692,083","2,797,972","2,662,203","1.47K","3.20%"
"2022-09-08","2,778,088","2,778,171","2,801,377","2,741,124","1.38K","0.00%"
"2022-09-09","3,049,401","2,778,088","3,076,019","2,776,611","2.90K","9.77%"
"2022-09-10","3,085,471","3,049,401","3,107,500","3,013,995","1.39K","1.18%"
"2022-09-11","3,112,029","3,085,471","3,115,999","3,044,342","1.25K","0.86%"
"2022-09-12","3,193,180","3,110,609","3,207,000","3,081,418","2.44K","2.61%"
"2022-09-13","2,915,000","3,193,180","3,236,900","2,876,543","3.39K","-8.71%"
"2022-09-14","2,893,442","2,915,000","2,963,998","2,810,000","1.96K","-0.74%"
"2022-09-15","2,824,620","2,893,442","2,921,499","2,797,463","1.79K","-2.38%"
"2022-09-16","2,830,184","2,824,620","2,845,000","2,768,334","1.41K","0.20%"
"2022-09-17","2,877,543","2,830,184","2,884,537","2,825,163","0.69K","1.67%"
"2022-09-18","2,774,493","2,877,543","2,877,543","2,768,909","1.06K","-3.58%"
"2022-09-19","2,799,301","2,774,493","2,817,776","2,621,000","2.61K","0.89%"
"2022-09-20","2,711,477","2,799,301","2,807,719","2,693,500","1.70K","-3.14%"
"2022-09-21","2,664,383","2,711,477","2,875,500","2,616,601","4.22K","-1.74%"
"2022-09-22","2,761,600","2,666,023","2,781,081","2,651,774","2.52K","3.65%"
"2022-09-23","2,763,014","2,761,600","2,778,620","2,656,792","1.82K","0.05%"
"2022-09-24","2,713,000","2,763,014","2,766,319","2,697,000","0.82K","-1.81%"
"2022-09-25","2,701,054","2,713,000","2,748,657","2,675,402","1.07K","-0.44%"
"2022-09-26","2,776,622","2,701,054","2,783,042","2,690,804","1.77K","2.80%"
"2022-09-27","2,762,000","2,776,622","2,942,000","2,730,000","3.14K","-0.53%"
"2022-09-28","2,803,485","2,762,000","2,848,500","2,675,001","2.67K","1.50%"
"2022-09-29","2,829,945","2,803,485","2,836,666","2,726,309","2.20K","0.94%"
"2022-09-30","2,812,125","2,829,768","2,915,500","2,773,956","2.40K","-0.63%"
"2022-10-01","2,796,384","2,812,125","2,821,238","2,778,882","0.53K","-0.56%"
"2022-10-02","2,760,294","2,796,384","2,809,500","2,742,785","0.82K","-1.29%"
"2022-10-03","2,838,285","2,760,294","2,848,867","2,750,000","1.39K","2.83%"
"2022-10-04","2,927,755","2,838,285","2,949,799","2,823,057","2.60K","3.15%"
"2022-10-05","2,912,383","2,927,755","2,939,699","2,858,436","1.90K","-0.53%"
"2022-10-06","2,897,339","2,912,383","2,955,660","2,880,000","1.86K","-0.52%"
"2022-10-07","2,841,529","2,897,339","2,908,149","2,810,000","1.19K","-1.93%"
"2022-10-08","2,825,055","2,841,642","2,852,900","2,802,137","0.35K","-0.58%"
"2022-10-09","2,830,176","2,825,055","2,844,213","2,812,281","0.28K","0.18%"
"2022-10-10","2,790,180","2,830,176","2,841,299","2,775,003","0.84K","-1.41%"
"2022-10-11","2,782,585","2,790,180","2,806,738","2,750,082","1.18K","-0.27%"
"2022-10-12","2,813,409","2,782,585","2,825,108","2,781,977","0.82K","1.11%"
"2022-10-13","2,853,000","2,813,357","2,869,998","2,681,926","1.92K","1.41%"
"2022-10-14","2,853,200","2,853,000","2,934,224","2,839,012","1.97K","0.01%"
"2022-10-15","2,835,160","2,851,635","2,859,525","2,823,159","0.42K","-0.63%"
"2022-10-16","2,862,432","2,835,160","2,885,946","2,835,095","0.47K","0.96%"
"2022-10-17","2,910,832","2,862,432","2,922,000","2,846,735","1.05K","1.69%"
"2022-10-18","2,885,000","2,910,832","2,932,455","2,850,000","1.43K","-0.89%"
"2022-10-19","2,865,542","2,885,000","2,888,638","2,857,000","0.66K","-0.67%"
"2022-10-20","2,860,981","2,865,542","2,893,999","2,837,256","0.84K","-0.16%"
"2022-10-21","2,833,900","2,860,981","2,892,222","2,798,378","2.05K","-0.95%"
"2022-10-22","2,838,888","2,833,900","2,845,955","2,827,133","0.24K","0.18%"
"2022-10-23","2,885,417","2,838,888","2,924,573","2,824,040","1.29K","1.64%"
"2022-10-24","2,879,844","2,885,417","2,905,766","2,857,238","1.11K","-0.19%"
"2022-10-25","2,970,628","2,879,844","3,017,066","2,867,223","1.78K","3.15%"
"2022-10-26","3,036,098","2,970,628","3,083,502","2,966,429","2.23K","2.20%"
"2022-10-27","2,968,206","3,036,098","3,046,616","2,952,207","1.61K","-2.24%"
"2022-10-28","3,036,616","2,968,206","3,063,163","2,952,500","1.53K","2.30%"
"2022-10-29","3,068,097","3,036,616","3,106,062","3,031,624","1.13K","1.04%"
"2022-10-30","3,050,229","3,068,097","3,087,987","3,025,082","0.83K","-0.58%"
"2022-10-31","3,049,897","3,050,229","3,093,123","3,013,947","1.33K","-0.01%"
"2022-11-01","3,030,463","3,049,897","3,058,678","3,002,199","0.87K","-0.64%"
"2022-11-02","2,982,300","3,030,463","3,040,903","2,967,208","1.89K","-1.59%"
"2022-11-03","2,998,245","2,982,300","3,014,532","2,972,600","0.65K","0.53%"
"2022-11-04","3,101,621","2,998,245","3,118,430","2,994,728","2.07K","3.45%"
"2022-11-05","3,125,000","3,100,800","3,148,000","3,092,227","0.86K","0.75%"
"2022-11-06","3,073,397","3,125,000","3,132,829","3,070,698","0.67K","-1.65%"
"2022-11-07","3,021,568","3,073,397","3,105,939","2,991,929","1.12K","-1.69%"
"2022-11-08","2,699,474","3,021,568","3,031,397","2,525,003","6.51K","-10.66%"
"2022-11-09","2,332,774","2,699,474","2,705,754","2,288,780","8.93K","-13.58%"
"2022-11-10","2,502,222","2,336,010","2,565,000","2,315,080","5.92K","7.26%"
"2022-11-11","2,367,945","2,502,222","2,513,669","2,300,000","5.09K","-5.37%"
"2022-11-12","2,325,204","2,367,942","2,375,000","2,312,211","1.12K","-1.80%"
"2022-11-13","2,277,235","2,325,204","2,348,807","2,250,000","1.87K","-2.06%"
"2022-11-14","2,328,565","2,277,235","2,418,258","2,210,000","3.87K","2.25%"
"2022-11-15","2,347,670","2,328,565","2,382,895","2,320,995","2.15K","0.82%"
"2022-11-16","2,309,925","2,347,670","2,380,000","2,289,504","1.24K","-1.61%"
"2022-11-17","2,343,997","2,326,369","2,347,769","2,291,111","0.78K","1.48%"
"2022-11-18","2,334,873","2,356,269","2,357,000","2,315,738","1.53K","-0.39%"
"2022-11-19","2,343,447","2,335,162","2,358,937","2,329,089","0.34K","0.37%"
"2022-11-20","2,282,000","2,343,447","2,348,997","2,268,449","0.98K","-2.62%"
"2022-11-21","2,240,670","2,282,000","2,309,031","2,200,317","1.71K","-1.81%"
"2022-11-22","2,286,096","2,240,670","2,304,999","2,218,167","1.32K","2.03%"
"2022-11-23","2,312,995","2,286,096","2,355,000","2,279,509","1.03K","1.18%"
"2022-11-24","2,303,333","2,312,995","2,332,745","2,284,330","1.00K","-0.42%"
"2022-11-25","2,305,000","2,303,333","2,317,297","2,270,000","0.84K","0.07%"
"2022-11-26","2,299,982","2,305,000","2,327,500","2,291,621","0.42K","-0.22%"
"2022-11-27","2,300,220","2,299,982","2,319,000","2,297,437","0.53K","0.01%"
"2022-11-28","2,253,660","2,300,220","2,306,904","2,230,997","1.48K","-2.02%"
"2022-11-29","2,287,500","2,253,660","2,297,025","2,233,915","1.31K","1.50%"
"2022-11-30","2,362,402","2,287,500","2,384,000","2,285,813","1.26K","3.27%"
"2022-12-01","2,305,821","2,362,402","2,372,282","2,294,231","1.30K","-2.40%"
"2022-12-02","2,303,630","2,305,906","2,319,561","2,284,998","1.04K","-0.10%"
"2022-12-03","2,275,003","2,303,630","2,310,000","2,273,200","0.52K","-1.24%"
"2022-12-04","2,307,133","2,275,006","2,314,444","2,273,951","0.74K","1.41%"
"2022-12-05","2,318,756","2,307,133","2,354,274","2,302,381","1.99K","0.50%"
"2022-12-06","2,339,146","2,318,756","2,342,733","2,313,000","0.67K","0.88%"
"2022-12-07","2,298,160","2,339,146","2,346,500","2,292,292","0.93K","-1.75%"
"2022-12-08","2,353,209","2,298,160","2,363,000","2,294,266","0.86K","2.40%"
"2022-12-09","2,340,123","2,353,209","2,359,000","2,330,240","0.72K","-0.56%"
"2022-12-10","2,341,846","2,340,123","2,354,362","2,338,001","0.29K","0.07%"
"2022-12-11","2,339,354","2,341,976","2,357,999","2,335,555","0.35K","-0.11%"
"2022-12-12","2,365,869","2,339,354","2,370,341","2,314,172","1.17K","1.13%"
"2022-12-13","2,412,550","2,365,869","2,444,784","2,353,236","1.57K","1.97%"
"2022-12-14","2,411,599","2,412,550","2,479,383","2,393,785","1.57K","-0.04%"
"2022-12-15","2,393,138","2,411,599","2,426,000","2,382,209","1.10K","-0.77%"
"2022-12-16","2,278,357","2,393,138","2,406,556","2,264,300","1.29K","-4.80%"
"2022-12-17","2,297,103","2,278,357","2,299,277","2,271,222","0.51K","0.82%"
"2022-12-18","2,287,667","2,297,103","2,301,712","2,280,383","0.62K","-0.41%"
"2022-12-19","2,253,070","2,287,667","2,292,720","2,231,834","0.97K","-1.51%"
"2022-12-20","2,234,548","2,253,070","2,309,685","2,205,579","2.44K","-0.82%"
"2022-12-21","2,231,173","2,234,548","2,238,687","2,217,372","0.76K","-0.15%"
"2022-12-22","2,227,277","2,231,173","2,233,432","2,197,578","0.83K","-0.17%"
"2022-12-23","2,232,669","2,227,277","2,247,594","2,222,563","0.59K","0.24%"
"2022-12-24","2,239,307","2,232,669","2,242,953","2,231,767","0.34K","0.30%"
"2022-12-25","2,239,193","2,239,307","2,243,147","2,227,340","0.51K","-0.01%"
"2022-12-26","2,248,064","2,239,193","2,249,260","2,232,323","0.48K","0.40%"
"2022-12-27","2,231,887","2,247,132","2,253,000","2,216,000","0.52K","-0.72%"
"2022-12-28","2,218,908","2,231,887","2,247,689","2,215,249","0.60K","-0.58%"
"2022-12-29","2,214,791","2,218,904","2,224,221","2,201,718","0.39K","-0.19%"
"2022-12-30","2,180,500","2,214,791","2,214,791","2,156,000","1.18K","-1.55%"
"2022-12-31","2,172,002","2,180,500","2,182,388","2,165,500","0.95K","-0.39%"
